,dt,LandAverageTemperature,difference_with_meadian
620,1801-09-01,11.462,2.724499999999999
621,1801-10-01,9.099,0.3614999999999995
622,1801-11-01,5.72,-3.017500000000001
623,1801-12-01,4.577999999999999,-4.159500000000001
624,1802-01-01,3.74,-4.9975000000000005
625,1802-02-01,2.8280000000000003,-5.9095
626,1802-03-01,5.2010000000000005,-3.5365
627,1802-04-01,7.6229999999999976,-1.1145000000000032
628,1802-05-01,10.457,1.7195
629,1802-06-01,14.470999999999998,5.733499999999998
630,1802-07-01,14.628,5.890499999999999
631,1802-08-01,14.039,5.301499999999999
632,1802-09-01,11.787999999999998,3.0504999999999978
633,1802-10-01,9.747,1.0094999999999992
634,1802-11-01,5.535,-3.2025000000000006
635,1802-12-01,2.881,-5.8565000000000005
636,1803-01-01,0.6019999999999999,-8.1355
637,1803-02-01,1.443,-7.294500000000001
638,1803-03-01,4.875,-3.8625000000000007
639,1803-04-01,9.291,0.5534999999999997
640,1803-05-01,11.795,3.057499999999999
641,1803-06-01,13.821,5.083499999999999
642,1803-07-01,15.106,6.368499999999999
643,1803-08-01,15.366,6.628499999999999
644,1803-09-01,12.33,3.5924999999999994
645,1803-10-01,9.119,0.38149999999999906
646,1803-11-01,5.961,-2.7765000000000004
647,1803-12-01,2.327,-6.410500000000001
648,1804-01-01,2.4450000000000003,-6.2925
649,1804-02-01,1.939,-6.798500000000001
650,1804-03-01,4.425,-4.312500000000001
651,1804-04-01,10.057,1.3194999999999997
652,1804-05-01,12.107,3.3694999999999986
653,1804-06-01,13.774,5.036499999999998
654,1804-07-01,15.774000000000001,7.0365
655,1804-08-01,14.511,5.7734999999999985
656,1804-09-01,12.468,3.7304999999999993
657,1804-10-01,9.282,0.5444999999999993
658,1804-11-01,7.1320000000000014,-1.6054999999999993
659,1804-12-01,2.224,-6.5135000000000005
660,1805-01-01,2.822,-5.915500000000001
661,1805-02-01,2.557,-6.1805
662,1805-03-01,5.76,-2.977500000000001
663,1805-04-01,8.123,-0.6145000000000014
664,1805-05-01,11.104,2.3664999999999985
665,1805-06-01,14.027,5.2894999999999985
666,1805-07-01,14.702,5.964499999999999
667,1805-08-01,15.27,6.532499999999999
668,1805-09-01,12.039,3.301499999999999
669,1805-10-01,7.635999999999999,-1.1015000000000015
670,1805-11-01,4.555,-4.182500000000001
671,1805-12-01,4.158,-4.5795
672,1806-01-01,2.9170000000000003,-5.820500000000001
673,1806-02-01,2.937,-5.800500000000001
674,1806-03-01,4.691,-4.046500000000001
675,1806-04-01,8.032,-0.7055000000000007
676,1806-05-01,11.503,2.7654999999999994
677,1806-06-01,12.418,3.6804999999999986
678,1806-07-01,13.923,5.185499999999999
679,1806-08-01,14.593,5.855499999999999
680,1806-09-01,12.549,3.8114999999999988
681,1806-10-01,8.426,-0.31150000000000055
682,1806-11-01,5.231,-3.506500000000001
683,1806-12-01,3.989,-4.748500000000001
684,1807-01-01,1.0550000000000002,-7.682500000000001
685,1807-02-01,4.0939999999999985,-4.643500000000002
686,1807-03-01,4.788,-3.9495000000000005
687,1807-04-01,6.970999999999999,-1.7665000000000015
688,1807-05-01,9.331,0.5934999999999988
689,1807-06-01,13.293,4.5554999999999986
690,1807-07-01,14.138,5.400499999999999
691,1807-08-01,13.799,5.061499999999999
692,1807-09-01,12.614999999999998,3.8774999999999977
693,1807-10-01,8.857000000000003,0.11950000000000216
694,1807-11-01,6.015,-2.722500000000001
695,1807-12-01,4.420999999999999,-4.316500000000001
696,1808-01-01,1.131,-7.6065000000000005
697,1808-02-01,2.142,-6.595500000000001
698,1808-03-01,4.3610000000000015,-4.376499999999999
699,1808-04-01,7.4819999999999975,-1.2555000000000032
700,1808-05-01,9.357,0.6194999999999986
701,1808-06-01,13.428999999999998,4.691499999999998
702,1808-07-01,14.491,5.753499999999999
703,1808-08-01,13.047,4.3095
704,1808-09-01,12.710999999999999,3.973499999999998
705,1808-10-01,7.971999999999999,-0.7655000000000021
706,1808-11-01,4.5120000000000005,-4.2255
707,1808-12-01,0.887,-7.8505
708,1809-01-01,0.20800000000000016,-8.5295
709,1809-02-01,0.8559999999999999,-7.881500000000001
710,1809-03-01,3.425,-5.312500000000001
711,1809-04-01,7.8329999999999975,-0.9045000000000032
712,1809-05-01,9.243,0.5054999999999996
713,1809-06-01,12.998,4.260499999999999
714,1809-07-01,12.656,3.9185
715,1809-08-01,12.905,4.167499999999999
716,1809-09-01,10.967,2.2295
717,1809-10-01,8.65,-0.08750000000000036
718,1809-11-01,3.0989999999999998,-5.6385000000000005
719,1809-12-01,2.077,-6.660500000000001
720,1810-01-01,0.8880000000000001,-7.849500000000001
721,1810-02-01,2.391,-6.346500000000001
722,1810-03-01,5.0139999999999985,-3.7235000000000023
723,1810-04-01,6.5329999999999995,-2.2045000000000012
724,1810-05-01,9.068999999999999,0.33149999999999835
725,1810-06-01,11.934,3.1964999999999986
726,1810-07-01,12.550999999999998,3.8134999999999977
727,1810-08-01,12.041,3.3034999999999997
728,1810-09-01,9.532,0.7944999999999993
729,1810-10-01,6.6320000000000014,-2.1054999999999993
730,1810-11-01,3.827,-4.910500000000001
731,1810-12-01,2.66,-6.077500000000001
732,1811-01-01,1.374,-7.3635
733,1811-02-01,0.4500000000000002,-8.287500000000001
734,1811-03-01,3.701,-5.0365
735,1811-04-01,6.3020000000000005,-2.4355
736,1811-05-01,9.443,0.7054999999999989
737,1811-06-01,12.137,3.3994999999999997
738,1811-07-01,11.956,3.218499999999999
739,1811-08-01,13.326,4.5885
740,1811-09-01,10.368,1.6304999999999996
741,1811-10-01,6.58,-2.1575000000000006
742,1811-11-01,3.503,-5.234500000000001
743,1811-12-01,3.174,-5.563500000000001
744,1812-01-01,0.977,-7.7605
745,1812-02-01,0.13100000000000026,-8.6065
746,1812-03-01,2.044,-6.6935
747,1812-04-01,6.9499999999999975,-1.7875000000000032
748,1812-05-01,9.579999999999998,0.8424999999999976
749,1812-06-01,12.005,3.2675
750,1812-07-01,14.355,5.6175
751,1812-08-01,15.018,6.2805
752,1812-09-01,10.185,1.4474999999999998
753,1812-10-01,7.593,-1.1445000000000007
754,1812-11-01,4.369,-4.368500000000001
755,1812-12-01,1.348,-7.389500000000001
756,1813-01-01,-1.3849999999999998,-10.1225
757,1813-02-01,2.258,-6.479500000000001
758,1813-03-01,1.596,-7.141500000000001
759,1813-04-01,8.181999999999999,-0.5555000000000021
760,1813-05-01,11.367,2.6295
761,1813-06-01,13.242,4.5045
762,1813-07-01,14.521,5.7835
763,1813-08-01,13.097,4.359499999999999
764,1813-09-01,12.339,3.6014999999999997
765,1813-10-01,8.666,-0.07150000000000034
766,1813-11-01,6.825,-1.9125000000000005
767,1813-12-01,2.171,-6.566500000000001
768,1814-01-01,1.5020000000000002,-7.2355
769,1814-02-01,1.689,-7.048500000000001
770,1814-03-01,2.6639999999999997,-6.073500000000001
771,1814-04-01,7.193,-1.544500000000001
772,1814-05-01,9.417,0.6794999999999991
773,1814-06-01,12.818,4.080499999999999
774,1814-07-01,12.532,3.7944999999999993
775,1814-08-01,12.668,3.9304999999999986
776,1814-09-01,10.675999999999998,1.9384999999999977
777,1814-10-01,7.374,-1.363500000000001
778,1814-11-01,6.739,-1.9985000000000008
779,1814-12-01,5.8290000000000015,-2.908499999999999
780,1815-01-01,2.051,-6.6865000000000006
781,1815-02-01,2.273,-6.464500000000001
782,1815-03-01,3.6630000000000003,-5.0745000000000005
783,1815-04-01,6.587999999999999,-2.1495000000000015
784,1815-05-01,9.845,1.1075
785,1815-06-01,11.162,2.4245
786,1815-07-01,14.394,5.656499999999999
787,1815-08-01,13.209,4.471499999999999
788,1815-09-01,11.151,2.413499999999999
789,1815-10-01,7.1370000000000005,-1.6005000000000003
790,1815-11-01,4.178,-4.559500000000001
791,1815-12-01,1.2209999999999996,-7.516500000000001
792,1816-01-01,2.737,-6.000500000000001
793,1816-02-01,0.6759999999999997,-8.0615
794,1816-03-01,3.905,-4.832500000000001
795,1816-04-01,7.606,-1.1315000000000008
796,1816-05-01,10.594,1.8564999999999987
797,1816-06-01,11.79,3.0524999999999984
798,1816-07-01,12.267,3.5294999999999987
799,1816-08-01,12.57,3.8324999999999996
800,1816-09-01,10.39,1.6524999999999999
801,1816-10-01,5.699,-3.038500000000001
802,1816-11-01,4.058,-4.679500000000001
803,1816-12-01,0.9580000000000002,-7.7795000000000005
804,1817-01-01,1.54,-7.197500000000001
805,1817-02-01,3.649,-5.088500000000001
806,1817-03-01,4.569,-4.168500000000001
807,1817-04-01,7.8889999999999985,-0.8485000000000023
808,1817-05-01,9.476,0.7385000000000002
809,1817-06-01,11.287,2.5495
810,1817-07-01,12.072,3.3344999999999985
811,1817-08-01,13.403,4.6655
812,1817-09-01,8.812000000000003,0.07450000000000223
813,1817-10-01,6.202999999999999,-2.5345000000000013
814,1817-11-01,4.638,-4.099500000000001
815,1817-12-01,0.16999999999999993,-8.5675
816,1818-01-01,1.2040000000000002,-7.5335
817,1818-02-01,0.7549999999999999,-7.982500000000001
818,1818-03-01,5.565,-3.1725000000000003
819,1818-04-01,9.901,1.163499999999999
820,1818-05-01,11.247,2.509499999999999
821,1818-06-01,13.825,5.087499999999999
822,1818-07-01,13.51,4.772499999999999
823,1818-08-01,13.166,4.4285
824,1818-09-01,10.578,1.8404999999999987
825,1818-10-01,6.654,-2.083500000000001
826,1818-11-01,5.035,-3.7025000000000006
827,1818-12-01,2.5069999999999997,-6.230500000000001
828,1819-01-01,1.0140000000000002,-7.7235000000000005
829,1819-02-01,2.286,-6.451500000000001
830,1819-03-01,2.931,-5.806500000000001
831,1819-04-01,7.029,-1.7085000000000008
832,1819-05-01,9.851,1.1135000000000002
833,1819-06-01,12.526,3.788499999999999
834,1819-07-01,13.038,4.3004999999999995
835,1819-08-01,12.557,3.8194999999999997
836,1819-09-01,10.893999999999998,2.1564999999999976
837,1819-10-01,9.312,0.5744999999999987
838,1819-11-01,5.15,-3.5875000000000004
839,1819-12-01,1.8419999999999999,-6.895500000000001
840,1820-01-01,1.236,-7.501500000000001
841,1820-02-01,2.145,-6.592500000000001
842,1820-03-01,4.618,-4.1195
843,1820-04-01,8.7,-0.03750000000000142
844,1820-05-01,11.62,2.8824999999999985
845,1820-06-01,13.323,4.5855
846,1820-07-01,13.311,4.573499999999999
847,1820-08-01,11.978,3.240499999999999
848,1820-09-01,11.16,2.4224999999999994
849,1820-10-01,7.587999999999999,-1.1495000000000015
850,1820-11-01,4.4430000000000005,-4.2945
851,1820-12-01,1.273,-7.464500000000001
852,1821-01-01,2.999,-5.7385
853,1821-02-01,3.758,-4.979500000000001
854,1821-03-01,5.4620000000000015,-3.275499999999999
855,1821-04-01,7.738999999999999,-0.9985000000000017
856,1821-05-01,11.3,2.5625
857,1821-06-01,12.607999999999999,3.870499999999998
858,1821-07-01,13.039,4.301499999999999
859,1821-08-01,13.145,4.407499999999999
860,1821-09-01,10.177999999999999,1.4404999999999983
861,1821-10-01,8.535,-0.20250000000000057
862,1821-11-01,5.601,-3.1365000000000007
863,1821-12-01,2.717,-6.0205
864,1822-01-01,2.759,-5.9785
865,1822-02-01,4.465,-4.272500000000001
866,1822-03-01,7.787000000000001,-0.9504999999999999
867,1822-04-01,8.277999999999999,-0.459500000000002
868,1822-05-01,10.485999999999999,1.7484999999999982
869,1822-06-01,13.067,4.3294999999999995
870,1822-07-01,14.212,5.474499999999999
871,1822-08-01,13.215,4.477499999999999
872,1822-09-01,10.695,1.9574999999999996
873,1822-10-01,7.773999999999999,-0.9635000000000016
874,1822-11-01,4.501,-4.2365
875,1822-12-01,1.0210000000000004,-7.7165
876,1823-01-01,1.758,-6.979500000000001
877,1823-02-01,1.966,-6.7715000000000005
878,1823-03-01,5.0680000000000005,-3.6695
879,1823-04-01,7.664999999999999,-1.0725000000000016
880,1823-05-01,10.562999999999999,1.8254999999999981
881,1823-06-01,13.958,5.2204999999999995
882,1823-07-01,14.197000000000001,5.4595
883,1823-08-01,13.13,4.3925
884,1823-09-01,10.198,1.4604999999999997
885,1823-10-01,7.641999999999999,-1.0955000000000021
886,1823-11-01,4.508,-4.229500000000001
887,1823-12-01,1.9709999999999999,-6.766500000000001
888,1824-01-01,2.6510000000000002,-6.086500000000001
889,1824-02-01,2.679,-6.0585
890,1824-03-01,5.357,-3.3805000000000005
891,1824-04-01,8.375,-0.3625000000000007
892,1824-05-01,11.132,2.394499999999999
893,1824-06-01,13.427,4.689499999999999
894,1824-07-01,14.83,6.092499999999999
895,1824-08-01,13.437,4.699499999999999
896,1824-09-01,11.527999999999999,2.790499999999998
897,1824-10-01,8.197000000000001,-0.5404999999999998
898,1824-11-01,5.877000000000002,-2.860499999999999
899,1824-12-01,5.0760000000000005,-3.6615
900,1825-01-01,3.213,-5.524500000000001
901,1825-02-01,3.092,-5.6455
902,1825-03-01,5.365,-3.3725000000000005
903,1825-04-01,8.988,0.25049999999999883
904,1825-05-01,10.751,2.0134999999999987
905,1825-06-01,13.765,5.0275
906,1825-07-01,14.007,5.269499999999999
907,1825-08-01,13.269,4.531499999999999
908,1825-09-01,11.148,2.410499999999999
909,1825-10-01,7.978999999999999,-0.7585000000000015
910,1825-11-01,6.058,-2.679500000000001
911,1825-12-01,3.037,-5.700500000000001
912,1826-01-01,1.893,-6.844500000000001
913,1826-02-01,1.5330000000000001,-7.2045
914,1826-03-01,4.888,-3.849500000000001
915,1826-04-01,8.402999999999999,-0.334500000000002
916,1826-05-01,11.803999999999998,3.066499999999998
917,1826-06-01,13.02,4.282499999999999
918,1826-07-01,14.482,5.744499999999999
919,1826-08-01,13.109000000000002,4.371500000000001
920,1826-09-01,11.177999999999999,2.4404999999999983
921,1826-10-01,8.459,-0.2785000000000011
922,1826-11-01,6.634,-2.1035000000000004
923,1826-12-01,4.876,-3.8615000000000004
924,1827-01-01,3.593,-5.144500000000001
925,1827-02-01,4.415,-4.322500000000001
926,1827-03-01,6.141,-2.5965000000000007
927,1827-04-01,9.428999999999998,0.6914999999999978
928,1827-05-01,11.807,3.0694999999999997
929,1827-06-01,13.548,4.810499999999999
930,1827-07-01,14.684,5.946499999999999
931,1827-08-01,13.694,4.9565
932,1827-09-01,10.883,2.1454999999999984
933,1827-10-01,8.51,-0.22750000000000092
934,1827-11-01,6.279,-2.458500000000001
935,1827-12-01,2.722,-6.015500000000001
936,1828-01-01,0.5950000000000002,-8.1425
937,1828-02-01,1.853,-6.884500000000001
938,1828-03-01,5.729,-3.0085000000000006
939,1828-04-01,8.737,-0.0005000000000006111
940,1828-05-01,11.280999999999999,2.543499999999998
941,1828-06-01,14.124,5.3865
942,1828-07-01,14.384,5.6465
943,1828-08-01,13.635,4.897499999999999
944,1828-09-01,10.079999999999998,1.3424999999999976
945,1828-10-01,8.655999999999999,-0.0815000000000019
946,1828-11-01,5.957000000000002,-2.780499999999999
947,1828-12-01,2.9530000000000003,-5.7845
948,1829-01-01,2.032,-6.705500000000001
949,1829-02-01,1.715,-7.022500000000001
950,1829-03-01,5.061,-3.6765000000000008
951,1829-04-01,7.814999999999999,-0.9225000000000021
952,1829-05-01,11.335999999999999,2.598499999999998
953,1829-06-01,12.86,4.122499999999999
954,1829-07-01,14.225,5.487499999999999
955,1829-08-01,13.399,4.661499999999998
956,1829-09-01,10.597999999999999,1.8604999999999983
957,1829-10-01,8.806000000000003,0.068500000000002
958,1829-11-01,5.003,-3.7345000000000006
959,1829-12-01,2.452,-6.285500000000001
960,1830-01-01,2.9570000000000003,-5.7805
961,1830-02-01,4.085,-4.652500000000001
962,1830-03-01,4.4540000000000015,-4.283499999999999
963,1830-04-01,8.841000000000003,0.10350000000000215
964,1830-05-01,10.202,1.4644999999999992
965,1830-06-01,12.827,4.089499999999999
966,1830-07-01,14.942,6.2044999999999995
967,1830-08-01,13.386,4.6484999999999985
968,1830-09-01,10.54,1.8024999999999984
969,1830-10-01,7.9929999999999986,-0.7445000000000022
970,1830-11-01,7.4929999999999986,-1.2445000000000022
971,1830-12-01,4.481,-4.256500000000001
972,1831-01-01,2.182,-6.5555
973,1831-02-01,2.479,-6.258500000000001
974,1831-03-01,4.558,-4.179500000000001
975,1831-04-01,7.731,-1.0065000000000008
976,1831-05-01,10.994000000000002,2.256500000000001
977,1831-06-01,13.203,4.465499999999999
978,1831-07-01,13.58,4.842499999999999
979,1831-08-01,12.49,3.7524999999999995
980,1831-09-01,9.946,1.208499999999999
981,1831-10-01,7.83,-0.9075000000000006
982,1831-11-01,4.412,-4.325500000000001
983,1831-12-01,2.265,-6.4725
984,1832-01-01,1.717,-7.0205
985,1832-02-01,1.8330000000000002,-6.9045000000000005
986,1832-03-01,4.65,-4.0875
987,1832-04-01,8.059,-0.6785000000000014
988,1832-05-01,10.489,1.7515
989,1832-06-01,12.857,4.119499999999999
990,1832-07-01,13.727,4.9895
991,1832-08-01,11.966,3.2284999999999986
992,1832-09-01,10.425999999999998,1.6884999999999977
993,1832-10-01,8.634,-0.10350000000000037
994,1832-11-01,4.2620000000000005,-4.4755
995,1832-12-01,0.7819999999999996,-7.955500000000001
996,1833-01-01,2.006,-6.7315000000000005
997,1833-02-01,2.815,-5.922500000000001
998,1833-03-01,4.521,-4.216500000000001
999,1833-04-01,7.869,-0.8685000000000009
1000,1833-05-01,10.581,1.8434999999999988
1001,1833-06-01,13.049,4.311499999999999
1002,1833-07-01,13.803,5.0655
1003,1833-08-01,13.222,4.484499999999999
1004,1833-09-01,11.235999999999999,2.498499999999998
1005,1833-10-01,7.899999999999999,-0.8375000000000021
1006,1833-11-01,6.596,-2.1415000000000006
1007,1833-12-01,2.5580000000000003,-6.179500000000001
1008,1834-01-01,0.3340000000000001,-8.403500000000001
1009,1834-02-01,2.329,-6.4085
1010,1834-03-01,5.7360000000000015,-3.001499999999999
1011,1834-04-01,8.084999999999999,-0.6525000000000016
1012,1834-05-01,11.234000000000002,2.496500000000001
1013,1834-06-01,12.799,4.061499999999999
1014,1834-07-01,14.197000000000001,5.4595
1015,1834-08-01,13.412,4.6745
1016,1834-09-01,11.571,2.833499999999999
1017,1834-10-01,8.616999999999999,-0.1205000000000016
1018,1834-11-01,6.355,-2.3825000000000003
1019,1834-12-01,3.092,-5.6455
1020,1835-01-01,2.551,-6.1865000000000006
1021,1835-02-01,2.967,-5.7705
1022,1835-03-01,4.507,-4.230500000000001
1023,1835-04-01,7.768999999999999,-0.9685000000000015
1024,1835-05-01,10.171,1.4334999999999987
1025,1835-06-01,12.007,3.269499999999999
1026,1835-07-01,13.129,4.391499999999999
1027,1835-08-01,12.322,3.5844999999999985
1028,1835-09-01,9.942,1.2044999999999995
1029,1835-10-01,7.834999999999999,-0.9025000000000016
1030,1835-11-01,4.312,-4.4255
1031,1835-12-01,1.198,-7.5395
1032,1836-01-01,1.67,-7.067500000000001
1033,1836-02-01,2.371,-6.3665
1034,1836-03-01,5.448,-3.2895000000000003
1035,1836-04-01,7.314999999999999,-1.422500000000002
1036,1836-05-01,10.279000000000002,1.541500000000001
1037,1836-06-01,12.549,3.8114999999999988
1038,1836-07-01,13.646,4.9085
1039,1836-08-01,12.83,4.092499999999999
1040,1836-09-01,10.812,2.0744999999999987
1041,1836-10-01,8.756,0.018499999999999517
1042,1836-11-01,3.814,-4.923500000000001
1043,1836-12-01,2.86,-5.877500000000001
1044,1837-01-01,1.94,-6.797500000000001
1045,1837-02-01,2.6189999999999998,-6.118500000000001
1046,1837-03-01,3.865,-4.8725000000000005
1047,1837-04-01,6.555999999999999,-2.1815000000000015
1048,1837-05-01,9.972999999999999,1.2354999999999983
1049,1837-06-01,12.099,3.3614999999999995
1050,1837-07-01,13.526,4.788499999999999
1051,1837-08-01,13.018,4.2805
1052,1837-09-01,10.805,2.067499999999999
1053,1837-10-01,7.653,-1.0845000000000011
1054,1837-11-01,4.1690000000000005,-4.5685
1055,1837-12-01,2.285,-6.452500000000001
1056,1838-01-01,-0.5569999999999999,-9.294500000000001
1057,1838-02-01,1.5630000000000002,-7.1745
1058,1838-03-01,3.723,-5.014500000000001
1059,1838-04-01,7.382999999999999,-1.3545000000000016
1060,1838-05-01,9.985,1.2474999999999987
1061,1838-06-01,12.742,4.0045
1062,1838-07-01,14.367,5.6295
1063,1838-08-01,13.568,4.830499999999999
1064,1838-09-01,11.106,2.368499999999999
1065,1838-10-01,8.526,-0.2115000000000009
1066,1838-11-01,5.16,-3.5775000000000006
1067,1838-12-01,2.613,-6.124500000000001
1068,1839-01-01,2.156,-6.5815
1069,1839-02-01,3.482,-5.2555000000000005
1070,1839-03-01,2.673,-6.064500000000001
1071,1839-04-01,7.891999999999999,-0.8455000000000021
1072,1839-05-01,10.289,1.551499999999999
1073,1839-06-01,12.548,3.8104999999999993
1074,1839-07-01,14.411,5.673499999999999
1075,1839-08-01,14.07,5.3325
1076,1839-09-01,10.853,2.115499999999999
1077,1839-10-01,8.219,-0.5185000000000013
1078,1839-11-01,3.92,-4.817500000000001
1079,1839-12-01,1.0739999999999998,-7.663500000000001
1080,1840-01-01,2.5610000000000004,-6.176500000000001
1081,1840-02-01,2.1020000000000003,-6.6355
1082,1840-03-01,4.04,-4.697500000000001
1083,1840-04-01,7.943,-0.7945000000000011
1084,1840-05-01,11.173,2.4354999999999993
1085,1840-06-01,13.411,4.673499999999999
1086,1840-07-01,14.714,5.9765
1087,1840-08-01,13.086,4.3485
1088,1840-09-01,11.01,2.272499999999999
1089,1840-10-01,7.505,-1.2325000000000008
1090,1840-11-01,4.101,-4.636500000000001
1091,1840-12-01,1.909,-6.828500000000001
1092,1841-01-01,0.6490000000000002,-8.0885
1093,1841-02-01,2.468,-6.269500000000001
1094,1841-03-01,3.307,-5.4305
1095,1841-04-01,6.77,-1.9675000000000011
1096,1841-05-01,10.764,2.0264999999999986
1097,1841-06-01,13.062,4.324499999999999
1098,1841-07-01,14.552,5.814499999999999
1099,1841-08-01,13.708,4.9704999999999995
1100,1841-09-01,10.921,2.1834999999999987
1101,1841-10-01,8.764999999999999,0.02749999999999808
1102,1841-11-01,4.744,-3.993500000000001
1103,1841-12-01,2.548,-6.189500000000001
1104,1842-01-01,1.636,-7.101500000000001
1105,1842-02-01,2.787,-5.950500000000001
1106,1842-03-01,5.75,-2.9875000000000007
1107,1842-04-01,8.309999999999999,-0.427500000000002
1108,1842-05-01,10.535,1.7974999999999994
1109,1842-06-01,12.629,3.891499999999999
1110,1842-07-01,13.584,4.846499999999999
1111,1842-08-01,13.241,4.503499999999999
1112,1842-09-01,10.94,2.202499999999999
1113,1842-10-01,8.307,-0.4305000000000003
1114,1842-11-01,4.824,-3.913500000000001
1115,1842-12-01,3.73,-5.0075
1116,1843-01-01,2.974,-5.7635000000000005
1117,1843-02-01,3.92,-4.817500000000001
1118,1843-03-01,4.744,-3.993500000000001
1119,1843-04-01,7.829999999999999,-0.9075000000000015
1120,1843-05-01,10.04,1.3024999999999984
1121,1843-06-01,12.53,3.7924999999999986
1122,1843-07-01,13.991,5.253499999999999
1123,1843-08-01,13.295,4.557499999999999
1124,1843-09-01,11.325999999999999,2.588499999999998
1125,1843-10-01,8.722000000000001,-0.015499999999999403
1126,1843-11-01,4.947,-3.7905000000000006
1127,1843-12-01,3.765,-4.9725
1128,1844-01-01,1.868,-6.8695
1129,1844-02-01,2.0380000000000003,-6.6995000000000005
1130,1844-03-01,4.734,-4.003500000000001
1131,1844-04-01,7.3889999999999985,-1.3485000000000023
1132,1844-05-01,10.109,1.3714999999999993
1133,1844-06-01,12.84,4.102499999999999
1134,1844-07-01,13.921,5.183499999999999
1135,1844-08-01,13.046,4.308499999999999
1136,1844-09-01,10.819,2.0815
1137,1844-10-01,8.7,-0.03750000000000142
1138,1844-11-01,4.401,-4.336500000000001
1139,1844-12-01,1.891,-6.846500000000001
1140,1845-01-01,2.661,-6.076500000000001
1141,1845-02-01,1.6269999999999998,-7.110500000000001
1142,1845-03-01,4.651,-4.086500000000001
1143,1845-04-01,8.158,-0.5795000000000012
1144,1845-05-01,10.433,1.6954999999999991
1145,1845-06-01,12.863,4.125499999999999
1146,1845-07-01,14.319,5.5815
1147,1845-08-01,13.556,4.8184999999999985
1148,1845-09-01,11.234000000000002,2.496500000000001
1149,1845-10-01,7.781999999999999,-0.9555000000000016
1150,1845-11-01,5.194,-3.5435000000000008
1151,1845-12-01,1.7359999999999998,-7.001500000000001
1152,1846-01-01,3.213,-5.524500000000001
1153,1846-02-01,3.3760000000000003,-5.3615
1154,1846-03-01,6.314,-2.4235000000000007
1155,1846-04-01,7.472999999999999,-1.2645000000000017
1156,1846-05-01,10.895999999999999,2.1584999999999983
1157,1846-06-01,13.53,4.792499999999999
1158,1846-07-01,14.923,6.185499999999999
1159,1846-08-01,14.121,5.3835
1160,1846-09-01,11.738,3.000499999999999
1161,1846-10-01,8.229,-0.5085000000000015
1162,1846-11-01,5.0440000000000005,-3.6935000000000002
1163,1846-12-01,3.776,-4.961500000000001
1164,1847-01-01,2.753,-5.984500000000001
1165,1847-02-01,3.602,-5.1355
1166,1847-03-01,4.046,-4.6915000000000004
1167,1847-04-01,7.979999999999999,-0.7575000000000021
1168,1847-05-01,10.622,1.8844999999999992
1169,1847-06-01,12.828,4.090499999999999
1170,1847-07-01,14.25,5.512499999999999
1171,1847-08-01,13.414,4.676499999999999
1172,1847-09-01,11.619000000000002,2.881500000000001
1173,1847-10-01,8.618,-0.11950000000000038
1174,1847-11-01,5.574,-3.163500000000001
1175,1847-12-01,1.7259999999999998,-7.011500000000001
1176,1848-01-01,0.5100000000000002,-8.227500000000001
1177,1848-02-01,3.726,-5.011500000000001
1178,1848-03-01,4.806,-3.9315000000000007
1179,1848-04-01,8.11,-0.6275000000000013
1180,1848-05-01,10.579999999999998,1.8424999999999976
1181,1848-06-01,13.247,4.509499999999999
1182,1848-07-01,14.466,5.728499999999999
1183,1848-08-01,13.268,4.5305
1184,1848-09-01,10.997,2.259499999999999
1185,1848-10-01,8.655,-0.08250000000000135
1186,1848-11-01,5.29,-3.4475000000000007
1187,1848-12-01,2.099,-6.6385000000000005
1188,1849-01-01,1.941,-6.796500000000001
1189,1849-02-01,2.638,-6.099500000000001
1190,1849-03-01,5.3020000000000005,-3.4355
1191,1849-04-01,7.028,-1.7095000000000011
1192,1849-05-01,10.158999999999999,1.4214999999999982
1193,1849-06-01,13.0,4.262499999999999
1194,1849-07-01,14.458,5.7204999999999995
1195,1849-08-01,13.603,4.865499999999999
1196,1849-09-01,11.093,2.3554999999999993
1197,1849-10-01,8.889999999999997,0.1524999999999963
1198,1849-11-01,5.7780000000000005,-2.9595000000000002
1199,1849-12-01,1.923,-6.814500000000001
1200,1850-01-01,0.7490000000000001,-7.9885
1201,1850-02-01,3.071,-5.666500000000001
1202,1850-03-01,4.954,-3.783500000000001
1203,1850-04-01,7.217,-1.520500000000001
1204,1850-05-01,10.004,1.2664999999999988
1205,1850-06-01,13.15,4.4125
1206,1850-07-01,14.492,5.7545
1207,1850-08-01,14.039,5.301499999999999
1208,1850-09-01,11.505,2.7675
1209,1850-10-01,8.091000000000001,-0.6464999999999996
1210,1850-11-01,4.7330000000000005,-4.0045
1211,1850-12-01,2.803,-5.934500000000001
1212,1851-01-01,2.431,-6.306500000000001
1213,1851-02-01,2.508,-6.229500000000001
1214,1851-03-01,4.192,-4.5455000000000005
1215,1851-04-01,7.286999999999999,-1.4505000000000017
1216,1851-05-01,11.113,2.375499999999999
1217,1851-06-01,13.418,4.6804999999999986
1218,1851-07-01,14.531,5.7935
1219,1851-08-01,13.751,5.013499999999999
1220,1851-09-01,11.677,2.939499999999999
1221,1851-10-01,9.122,0.3844999999999992
1222,1851-11-01,4.973,-3.764500000000001
1223,1851-12-01,3.14,-5.5975
1224,1852-01-01,2.3760000000000003,-6.3615
1225,1852-02-01,2.54,-6.197500000000001
1226,1852-03-01,3.884,-4.8535
